,Timestamp,Want to learn more about Biology,Want to learn more about Synthetic biology,Want to learn more about Video games,Want to learn more about Engineering,Played Hero.Coli,Age,Gender,Interested in video games,Interested in biology,Studied biology,Play video games,Heard about Synthetic biology or BioBricks,Volunteered to answer more questions,Enjoyed playing,Genotype and phenotype,BioBricks and devices composition,Ampicillin antibiotic,Name: Plasmid,Function: TER,Name: PR,Function - game: CDS,Name: TER,Function - biology: CDS,Name: RBS,Example: CDS,Name: CDS,Function: PR,Function: RBS,Function: Plasmid,Name: Operator XXX,Device: RBS:PCONS:FLHDC:TER XXX,Device: PCONS:RBS:FLHDC:TER,Device: PBAD:RBS:GFP:TER,Device: PBAD:GFP:RBS:TER XXX,Device: GFP:RBS:PCONS:TER XXX,Device: PCONS:GFP:RBS:TER XXX,Device: AMPR:RBS:PCONS:TER XXX,Device: RBS:PCONS:AMPR:TER XXX,Green fluorescence,Unequip the movement device: effect,Device: PBAD:RBS:ARA:TER,Remarks,userId,Language,Temporality
69,2018-04-06 23:09:05+00:00,A lot,Extremely,Slightly,Moderately,No / not yet,37,Male,Slightly,A lot,At least until master's degree,Rarely,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30748a56-964c-463a-b43c-4278b5960062,en,undefined
70,2018-04-07 02:32:53+00:00,Extremely,Extremely,Moderately,A lot,No / not yet,27,Male,Moderately,Extremely,Until bachelor's degree,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918e97fc-e852-4b88-8535-3b09e5f64b58,en,undefined
71,2018-04-07 02:46:19+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,7,Prefer not to say,Extremely,Extremely,Not even in middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9919be0e-71ce-4ebf-91a0-ae15dea1c747,en,undefined
72,2018-04-07 02:48:02+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,7,Prefer not to say,Extremely,Extremely,Not even in middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9919be0e-71ce-4ebf-91a0-ae15dea1c747,en,undefined
73,2018-04-07 13:03:21+00:00,A lot,A lot,A lot,A lot,No / not yet,18,Male,Moderately,Extremely,Until the end of high school,A lot,"Yes, and I know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,I don't know,TER,I don't know,I don't know,I don't know,RBS,I don't know,CDS,I don't know,I don't know,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",I don't know,It produces nothing since it induces itself,,561cdce8-0cdf-4aee-ae5b-fd3356e75ffa,en,undefined
74,2018-04-07 13:13:57+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,18,Male,Extremely,Extremely,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a895063-fcd5-444d-855f-64587fbb9704,en,undefined
75,2018-04-07 21:46:18+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,15,Female,Slightly,Slightly,Until the end of middle school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c90a724-1622-4676-8d93-9181ac733a80,en,undefined
76,2018-04-08 03:53:12+00:00,A lot,Moderately,Extremely,Slightly,No / not yet,20,Male,A lot,A lot,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51a7ef3f-3f0d-4f91-ae53-88d7eda61840,en,undefined
77,2018-04-08 06:00:48+00:00,A lot,A lot,Moderately,A lot,No / not yet,37,Female,Moderately,A lot,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,None of these,TER,None of these,RBS,TER,Plasmid,None of these,PR,Plasmid,None of these,RBS,PR,None of these,The bricks are not well-ordered,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It generates antibiotic resistance,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,The bricks are not well-ordered,I don't know,I don't know,"It produces more and more arabinose after being induced, because it induces itself",,5ba053c0-f156-4630-a9fe-c983f6735b5e,en,undefined
78,2018-04-08 14:56:58+00:00,A lot,A lot,A lot,A lot,I just played for the first time,,,,,,,,,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,9d4fc39a-512b-434a-8c9a-062386329a80,en,undefined
79,2018-04-08 15:55:50+00:00,Extremely,A lot,A lot,Moderately,No / not yet,25,Prefer not to say,A lot,Extremely,At least until master's degree,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebedd993-94a3-4647-b43a-9516b1639ca8,en,undefined
80,2018-04-08 16:30:07+00:00,A lot,Slightly,A lot,A lot,No / not yet,24,Prefer not to say,A lot,Moderately,Until the end of high school,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea0bd51b-a9fd-41a1-b9c8-966739cd3252,en,undefined
81,2018-04-08 17:02:38+00:00,A lot,A lot,Moderately,Moderately,No / not yet,28,Female,Slightly,A lot,Until the end of high school,Rarely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,62f601ab-d533-4451-a0e8-7f1545a3edde,en,undefined
82,2018-04-08 18:31:59+00:00,Slightly,Moderately,Extremely,Moderately,No / not yet,15,Male,Extremely,Slightly,Until the end of middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56778554-f1e9-4135-97de-ff70a6badfa3,en,undefined
83,2018-04-08 20:38:53+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,9,Prefer not to say,Extremely,Extremely,Not even in middle school,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7dcbd49f-d55e-4665-8bba-f835bcbb0ba9,en,undefined
84,2018-04-09 00:18:15+00:00,Extremely,Extremely,A lot,A lot,No / not yet,17,Male,A lot,Extremely,Until the end of high school,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4f11759-eb3a-424a-b0c4-9df3878254bb,en,undefined
85,2018-04-09 10:50:47+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,40,Male,Moderately,Moderately,Until the end of high school,Not at all,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7be5fe32-4fd0-429d-8cb2-fcde6b14ac44,en,undefined
86,2018-04-09 14:39:55+00:00,Moderately,Not at all,Extremely,Moderately,No / not yet,18,Male,Extremely,A lot,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e20f2079-4377-4b72-bf78-a54568e19f1e,en,undefined
87,2018-04-09 17:16:46+00:00,A lot,Extremely,Moderately,A lot,I played it some time ago,20,Male,Moderately,A lot,Until bachelor's degree,Rarely,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f3f4ac9-7df2-4e08-a4f8-88ede0989703,en,undefined
88,2018-04-10 00:50:20+00:00,Extremely,Extremely,Not at all,Not at all,No / not yet,15,Prefer not to say,Slightly,Extremely,Until the end of middle school,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1aa2ae8-226d-44f9-8113-731ac274f006,en,undefined
89,2018-04-10 13:59:05+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,23,Female,Extremely,A lot,Until the end of high school,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c84b252-0384-4e01-a383-434bfa4809da,en,undefined
90,2018-04-10 16:20:43+00:00,Not at all,Not at all,Not at all,Not at all,No / not yet,6,Male,Extremely,A lot,Not even in middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40190ac5-c7b4-4b92-982d-018f1e8f46e0,en,undefined
91,2018-04-10 16:27:40+00:00,Moderately,Moderately,Slightly,Slightly,No / not yet,27,Female,Slightly,A lot,Until bachelor's degree,Rarely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,33e5ad8b-240a-4498-97f0-34bba87e4e22,en,undefined
92,2018-04-10 22:17:33+00:00,A lot,A lot,Moderately,Slightly,No / not yet,24,Female,Not at all,Moderately,Until the end of high school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2960e8ec-42b7-4769-b1b7-a6fd576c7729,en,undefined
93,2018-04-11 00:56:06+00:00,Extremely,Extremely,A lot,A lot,No / not yet,18,Male,A lot,Extremely,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",I don't know,It produces arabinose all the time,,8e8acb8f-c28c-4822-8209-781995b5067e,en,undefined
94,2018-04-11 01:33:59+00:00,Extremely,Extremely,A lot,A lot,I just played for the first time,,,,,,,,,Extremely,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,TER,PR,TER,CDS,RBS,PR,CDS,PR,RBS,Plasmid,RBS,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It produces arabinose all the time,"Very fun game, surprising to see how much I learned in a little amount of time.",8e8acb8f-c28c-4822-8209-781995b5067e,en,undefined
95,2018-04-11 02:08:20+00:00,Slightly,Not at all,Extremely,A lot,No / not yet,32,Male,Extremely,Moderately,Until the end of high school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,071217d3-ecdd-45ee-987c-010900629fe7,en,undefined
96,2018-04-11 02:10:26+00:00,Moderately,Slightly,Slightly,Slightly,I played it some time ago,91,Female,Not at all,Not at all,Until the end of middle school,Not at all,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,31902fe1-9ae8-4bd3-b8e5-71286ab18eb7,en,undefined
97,2018-04-11 04:25:03+00:00,A lot,A lot,Slightly,Slightly,No / not yet,20,Female,Slightly,Slightly,At least until master's degree,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eca5873a-f404-4901-83b9-f5a77ba0ee58,en,undefined
98,2018-04-11 04:26:10+00:00,A lot,A lot,Slightly,Slightly,No / not yet,20,Female,Slightly,Slightly,At least until master's degree,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eca5873a-f404-4901-83b9-f5a77ba0ee58,en,undefined
99,2018-04-11 05:46:19+00:00,Not at all,Not at all,Not at all,Not at all,No / not yet,12,Female,Not at all,Not at all,Not even in middle school,Not at all,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f683961f-ae3b-4c05-824b-9f54fbf06840,en,undefined
100,2018-04-11 13:50:12+00:00,A lot,Moderately,A lot,Moderately,No / not yet,12,Male,A lot,A lot,Until the end of middle school,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3fc1686-6802-4e36-9877-d1bb226a6f72,en,undefined
101,2018-04-11 13:56:28+00:00,A lot,Moderately,A lot,Moderately,No / not yet,23,Male,A lot,A lot,At least until master's degree,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5512e5b-08fa-41d8-bccb-699b7fb638fb,en,undefined
102,2018-04-12 08:05:46+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,48,Male,Moderately,Moderately,Until the end of high school,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ad10897-b143-45f4-9a78-60ee4bcecc80,en,undefined
103,2018-04-12 17:10:58+00:00,A lot,A lot,Extremely,A lot,No / not yet,45,Male,Extremely,A lot,Until bachelor's degree,Extremely,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c85179a-12f0-4c8b-910b-148ffffd9b08,en,undefined
104,2018-04-12 21:38:52+00:00,Slightly,Slightly,A lot,A lot,No / not yet,26,Male,Extremely,Slightly,Until the end of high school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83f9205f-fd3e-4cf3-9b21-78268a0a804b,en,undefined
105,2018-04-12 21:42:12+00:00,Moderately,A lot,Extremely,A lot,No / not yet,28,Male,Extremely,A lot,Until the end of high school,A lot,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,86188001-5965-43c7-94a1-66da24609861,en,undefined
106,2018-04-12 22:05:37+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,18,Male,Moderately,Moderately,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967c3d6e-e07c-453f-b503-6b02bcdca701,en,undefined
107,2018-04-13 07:36:14+00:00,A lot,Moderately,A lot,A lot,No / not yet,30,Female,A lot,A lot,At least until master's degree,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I came for the video game and I strictly never heard about synthetic biology before. I hope I'll discover that field with the game and/or after,62f795aa-d6ea-4126-8330-8a832b2e2160,en,undefined
108,2018-04-13 12:22:29+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,17,Male,Extremely,Extremely,Until the end of high school,A lot,"Yes, and I know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,Amino-acids,Ampicillin,CDS,TER,RBS,Plasmid,TER,PR,Plasmid,TER,CDS,RBS,RBS,PR,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"It produces more and more arabinose after being induced, because it induces itself",,65255d0c-a86a-4662-b238-05da98fc4c99,en,undefined
109,2018-04-13 13:14:18+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,,,,,,,,,Moderately,Edit the DNA of the bacterium,DNA sequences,Arabinose,Plasmid,TER,PR,CDS,TER,PR,RBS,CDS,CDS,PR,RBS,Plasmid,CDS,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,65255d0c-a86a-4662-b238-05da98fc4c99,en,undefined
110,2018-04-13 13:26:38+00:00,A lot,Extremely,Extremely,Extremely,I just played for the first time,,,,,,,,,A lot,Gather nanorobots,DNA sequences,Arabinose,I don't know,TER,I don't know,None of these,TER,PR,I don't know,I don't know,CDS,None of these,None of these,Plasmid,RBS,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Nothing,"It produces more and more arabinose after being induced, because it induces itself",,ee70d80e-995d-437b-9808-c6a34cfad9be,en,undefined
111,2018-04-13 15:53:39+00:00,A lot,A lot,Slightly,Slightly,No / not yet,24,Other,Moderately,A lot,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,Ampicillin,I don't know,None of these,CDS,Plasmid,None of these,Plasmid,I don't know,I don't know,Plasmid,RBS,Plasmid,PR,RBS,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,It generates antibiotic resistance,The bricks are not well-ordered,I don't know,Nothing,"It produces more and more arabinose after being induced, because it induces itself",,471f59d7-4f60-4c59-b051-e0b60c02f136,en,undefined
112,2018-04-13 15:54:51+00:00,A lot,A lot,Slightly,Slightly,No / not yet,24,Other,Moderately,A lot,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1b936ec-7250-4da5-8f7f-93c3465c682f,en,undefined
113,2018-04-13 19:52:25+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,17,Male,Extremely,A lot,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aee412f3-56ee-41b5-aa29-b6098546e29b,en,undefined
